Position Title,Date,Apply,Work Model,Location,Company,Salary,Hire Time,Graduate Time,Company Industry,Company Size,Qualifications
Runtime Engineering Intern,2026-01-21,https://jobright.ai/jobs/info/697ec06cabff4c399a9d6308?utm_source=1099&utm_campaign=Software Engineer,Hybrid,Santa Clara,d-Matrix,$30-$59 /hr,,,"AI Infrastructure,Artificial Intelligence (AI)",251-500,"1. Must be working toward a Bachelor’s degree in Computer Science, Computer Engineering, or related
2. Experience developing software in C/C++ for Linux systems or related
3. Experience with Python and Bash scripting ability
..."
Software Engineering Internship - Full Stack,2026-01-21,https://jobright.ai/jobs/info/69b85c103b74eb1e2c861227?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Atlanta, GA",KP Reddy,N/A,,,"Advice,Business Development",1-10,"1. Currently pursuing a Bachelor’s or Master’s degree in Computer Science, Software Engineering, or a related field (rising juniors, seniors, or graduate students).
2. Deep understanding of data structures and algorithms.
3. Proficiency in Python and React.js with experience building full-stack applications.
..."
Intern - Design Assurance Engineer (Fall 2026),2026-01-21,https://jobright.ai/jobs/info/696e83e5350cf43803153a80?utm_source=1099&utm_campaign=Software Engineer,On Site,"Neenah, WI",Plexus Corp.,$23-$27 /hr,2026-Fall,,"Automotive,Business Development",10000+,"1. Student working toward a Bachelor’s degree in Computer Engineering, Electrical Engineering, Biomedical Engineering, or Software Engineering for entire duration of internship."
"Apprentice/Intern, Technology Solutions (1st Shift) - Scottsdale AZ",2026-01-21,https://jobright.ai/jobs/info/69af02746b21de023e601ae3?utm_source=1099&utm_campaign=Software Engineer,On Site,"14350 North 87th Street, Suite 350, Scottsdale, AZ, 85260, US",APL Logistics,$23.50-$25 /hr,,,"Automotive,Logistics",5001-10000,"1. Preferred Degree with Supply Chain, Logistics Management, Computer Science, Information Technology, or related fields
2. Proficiency in Office 365
3. Knowledge in project management tools such as, Monday.com, Jira, and confluence."
Product Engineer Intern,2026-01-20,https://jobright.ai/jobs/info/6970553e587dfa0bb55dda00?utm_source=1099&utm_campaign=Software Engineer,Hybrid,SF or NYC,Hex,$11000-$11000 /mon,,,"Analytics,Artificial Intelligence (AI)",51-100,"1. You are pursuing a degree in Computer Science, Engineering, or a related field, with plans to graduate in December 2026 or 2027.
2. You have full-stack engineering experience, ideally Javascript, Typescript and/or Python, and have built projects, academic, personal, or professional, that demonstrate your ability to ship software.
3. You have an interest in AI-driven product experiences, and are eager to learn how AI agents, prompting strategies, and context engineering work in production systems.
..."
"Full-stack Engineer, Internship (Summer 2026)",2026-01-20,https://jobright.ai/jobs/info/6987041e8da7a61204621339?utm_source=1099&utm_campaign=Software Engineer,On Site,"San Francisco, CA, US",Speak,$6000-$10000 /mon,2026-Summer,,"Artificial Intelligence (AI),E-Learning",51-100,"1. Strong experience (through coursework, personal projects, or internships) building applications
2. Excitement about learning both frontend and backend development in a fast-paced environment
3. A balance of craftsmanship and scrappiness—you care about doing things the right way but can also move fast when needed
..."
"Full-stack Engineer, Internship (Summer 2026)",2026-01-20,https://jobright.ai/jobs/info/6986fbb38ca8121a3a6980f4?utm_source=1099&utm_campaign=Software Engineer,On Site,"San Francisco, CA, US",Speak,N/A,2026-Summer,,"Artificial Intelligence (AI),E-Learning",51-100,"1. Strong experience (through coursework, personal projects, or internships) building applications
2. Excitement about learning both frontend and backend development in a fast-paced environment
3. A balance of craftsmanship and scrappiness—you care about doing things the right way but can also move fast when needed
..."
"Software Engineer, Intern",2026-01-20,https://jobright.ai/jobs/info/696f78113ed06875134a61f5?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
San Francisco, CA
San Francisco",Netic,N/A,,,"Artificial Intelligence (AI),Business Process Automation (BPA)",11-50,"1. Design, code, and ship full-stack features for Netic's AI platform
2. Drive projects from spec to production, handling data models, APIs, front-end polish, and post-launch iteration
3. Work closely with our customers to understand workflows, gather feedback, and turn pain points into features that stick
..."
Software Engineer Intern - Customer Success Services,2026-01-20,https://jobright.ai/jobs/info/69a0e1225218a816767213db?utm_source=1099&utm_campaign=Software Engineer,Remote,United States,Oracle,"$40,800-$110,240 /yr",,,"Data Governance,Data Management",10000+,"1. Must be enrolled in a Bachelor’s degree program in Computer Science or an equivalent science/engineering field during the 2025-2026 school year.
2. Have completed at least your sophomore year toward your undergraduate degree, or higher, by summer 2026.
3. Reside in the United States and/or attend a university in the US.
..."
"Atomic Intern Grand Rapids, 2026",2026-01-20,https://jobright.ai/jobs/info/696e98ba5fc86241853d579c?utm_source=1099&utm_campaign=Software Engineer,On Site,"Grand Rapids, MI",Atomic Object,$30-$35 /hr,2026,,"Mobile Apps,Software",101-250,"1. Working toward a Computer Science or related Bachelor's degree
2. Willing to work in person from our office in Grand Rapids, MI
3. Excited to collaborate with other developers and an external client"
Software Engineering Intern,2026-01-19,https://jobright.ai/jobs/info/6969e99b1703f05405abf2ff?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Brooklyn, NY",Harvest by Acorns,$25-$25 /hr,,,"Artificial Intelligence (AI),Banking",1-10,"1. Currently pursuing Bachelor’s degree in computer science, software engineering, machine learning, mathematics, statistics, or related field
2. Junior standing (Graduating 2027)
3. Must be able to work for the duration of the internship (full-time availability for 10-weeks starting in June 2026)
..."
Software Engineer - Intern,2026-01-19,https://jobright.ai/jobs/info/69996dc281476f6176b224cc?utm_source=1099&utm_campaign=Software Engineer,On Site,"Scottsdale, AZ",General Dynamics Mission Systems,$29-$29 /yr,,,"Aerospace,Business Information Systems",10000+,"1. Candidates should demonstrate a thorough understanding of engineering technology.
2. Engineering Interns must be enrolled in an accredited degree program in Computer Engineering, Systems Engineering, Software Engineering, Electrical Engineering, Mechanical Engineering or other related scientific or technical discipline with a preference for a standing of a sophomore or higher.
3. Due to the nature of work performed within our facilities, U.S. citizenship is generally required."
Software Engineer Intern,2026-01-19,https://jobright.ai/jobs/info/696e68725fc86241853d3082?utm_source=1099&utm_campaign=Software Engineer,Remote,United States,Convergent,$5000-$10000 /mon,,,,11-50,"1. Currently pursuing a degree in Computer Science, Software Engineering, or a related field
2. Familiarity with modern frontend technologies (React/Next.js) and basic backend concepts (Node.js, APIs, databases)
3. Interest in real-time systems and AI/LLM technologies
..."
Software Engineer Intern,2026-01-19,https://jobright.ai/jobs/info/69aedf947495006450934bd3?utm_source=1099&utm_campaign=Software Engineer,Remote,United States,Convergentz,$5000-$10000 /yr,,,"Information Technology,Real Estate",11-50,"1. Currently pursuing a degree in Computer Science, Software Engineering, or a related field.
2. Familiarity with modern frontend technologies (React/Next.js) and basic backend concepts (Node.js, APIs, databases).
3. Interest in real-time systems and AI/LLM technologies.
..."
Intern - Software Engineer (Hybrid in MI),2026-01-17,https://jobright.ai/jobs/info/69c582461b5ad028873750ac?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Multi Location
Southfield, MI, US
Southfield,MI,US",Credibly,N/A,,,"Finance,Financial Services",101-250,"1. Currently enrolled in an undergraduate program for Computer Science or a related field and entering your junior or senior year in the fall of 2025
2. Strong foundational knowledge of programming concepts and data structures
3. Passionate about technology, learning new tools, and improving your technical skills
..."
"Software Engineering Intern (Distributed Systems, C++, Linux, Multithreading) U.S. undergrads ONLY",2026-01-16,https://jobright.ai/jobs/info/6966db145ad3a93f82324ac5?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Multi Location
Durham, NC
Durham, North Carolina",Nutanix,$36-$60 /hr,,,"Data Center,Enterprise Software",5001-10000,"1. Applicants must be authorized to work in the US without requiring current or future sponsorship for an employment visa status, such as an F1, H1B, or TN visa.
2. Currently pursuing a bachelor's in Computer Science or a related field.
3. Strong programming in C++/Python.
..."
Forward Deployed Engineer Intern,2026-01-16,https://jobright.ai/jobs/info/696ae4f55fc86241853a18be?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Austin, Texas",Saronic Technologies,N/A,,,"Artificial Intelligence (AI),Manufacturing",1001-5000,"1. Currently enrolled in a Bachelor's or Master's program in Computer Science, Software Engineering, Electrical and Computer Engineering, or a related field
2. Programming skills in Python, C++, Typescript, Javascript, or Rust
3. Basic understanding of robotics principles, autonomous systems, and sensor technologies
..."
Summer 2026 Internship - Software Engineering,2026-01-16,https://jobright.ai/jobs/info/696ad0fadb26b618950e2123?utm_source=1099&utm_campaign=Software Engineer,On Site,"San Leandro, CA",Pacific Fusion,$42-$48 /hr,2026-June,,"Energy,Natural Resources",101-250,"1. Pursuing a degree in Computer Science, Software Engineering, or a related field (Junior, Senior, or graduate student preferred)
2. Coursework or experience in Software development fundamentals
3. Coursework or experience in Web or backend programming
..."
"Intern – Full-Stack Developer, Genome Informatics – Cambridge, MA – Summer 2026",2026-01-16,https://jobright.ai/jobs/info/696abe78350cf4380311caab?utm_source=1099&utm_campaign=Software Engineer,On Site,"Cambridge (US), Massachusetts, United States",Philips,$33-$45 /hr,2026-Summer,,"B2B,Consumer Electronics",10000+,"1. Currently pursuing a Bachelor or Master’s degree in Computer Science
2. Technical experience, knowledge and/or certification: software development experience – full-stack development, user interface design and performance optimization.
3. Proficiency in the Javascript, Java and C (optional) programming languages.
..."
QC Intern,2026-01-16,https://jobright.ai/jobs/info/696a7d2bdb26b618950dab37?utm_source=1099&utm_campaign=Software Engineer,On Site,"Warren, MI",HRO Resources - Partners in Growth,N/A,,,"Employee Benefits,Human Resources",11-50,
CIS/CS Internship,2026-01-16,https://jobright.ai/jobs/info/696a72fcdb26b618950da468?utm_source=1099&utm_campaign=Software Engineer,On Site,"Pineville, Louisiana",Crest Industries,N/A,,,"Energy,Manufacturing",501-1000,"1. Currently enrolled in a college or university, sophomore level or above.
2. Ability to learn new tools and technologies quickly.
3. Strong problem-solving skills and attention to detail."
SUMMER INTERNSHIP - Software Engineering Intern,2026-01-16,https://jobright.ai/jobs/info/69bbd6ed4828227293fcbd6a?utm_source=1099&utm_campaign=Software Engineer,On Site,"Louisville, CO",CableLabs,N/A,Summer,,"SaaS,Telecommunications",501-1000,"1. Studying Computer Science, Computer Engineering, Electrical Engineering, Math, Physics, or a similar technical discipline.
2. Strong programming abilities in at least one of: C, C++, Python.
3. Comfortable using git for version control and code collaboration.
..."
Software Engineer Intern,2026-01-15,https://jobright.ai/jobs/info/69913ceb0cc8ea15f1dbcc58?utm_source=1099&utm_campaign=Software Engineer,On Site,"Cedar Falls, IA",Cedar Falls Utilities,$23-$23 /hr,,,"ISP,TV",1-10,"1. Graduation from an accredited high school, experience or field of study related to Computer Science or a related technology field.
2. Knowledge Technology used in this role includes various programming languages such as Java, JavaScript, SQL, React, Python, SPFx, and Apache Groovy.
3. Ability to Utilize computer databases and software in the performance of a wide variety of functions.
..."
"iOS Engineer, Internship (Summer 2026)",2026-01-15,https://jobright.ai/jobs/info/69699990f25a380066985414?utm_source=1099&utm_campaign=Software Engineer,On Site,"San Francisco, CA, US",Speak,$6000-$10000 /mon,2026-Summer,,"Artificial Intelligence (AI),E-Learning",51-100,"1. Pursuing a degree in Computer Science, Engineering, or a related field.
2. Experience building iOS applications using Swift (through internships, coursework, or personal projects).
3. Familiarity with common iOS architectures (e.g. MVC, MVVM).
..."
